94,000	2,828	34,250	0,218	24,646	0,438	22,119	0,317	237,264	5,372
97,500	0,707	34,043	0,005	24,069	0,211	22,357	0,042	245,783	3,602
93,000	1,414	34,038	0,576	25,086	0,447	22,162	0,065	236,462	1,124
94,000	2,828	33,483	1,053	24,776	0,594	21,924	0,520	236,567	6,653
97,000	0,000	33,481	0,935	24,645	0,391	22,490	0,180	244,234	3,060
97,500	0,707	33,556	0,200	24,841	0,541	22,724	0,144	247,303	1,878
94,000	1,414	34,022	0,403	25,137	0,323	22,297	0,311	237,998	2,322
95,000	0,000	33,977	0,275	24,609	0,507	22,156	0,372	240,497	0,677
95,000	1,414	33,675	0,142	24,890	0,550	22,331	0,025	240,148	2,091
