105,500	0,707	33,689	0,308	24,081	0,274	23,631	0,032	9413,383	16,259
102,500	0,707	33,750	0,726	24,402	0,047	23,195	0,069	9237,008	57,711
106,000	0,000	34,512	0,083	23,921	0,149	23,868	0,155	9513,976	76,663
106,500	0,707	34,570	0,102	23,849	0,338	23,749	0,077	9501,654	37,605
106,000	0,000	34,878	0,482	23,787	0,178	23,652	0,128	9453,524	18,629
105,500	0,707	34,329	0,841	23,784	0,081	23,806	0,047	9474,373	5,386
107,000	2,828	34,905	0,615	23,613	0,123	23,857	0,178	9526,140	131,624
106,500	0,707	34,545	0,132	23,706	0,601	23,921	0,012	9534,697	33,961
107,000	1,414	34,583	0,385	23,882	0,041	23,879	0,068	9554,745	48,281
