52,000	5,657	36,461	1,472	38,168	4,310	29,766	1,697	6598,406	208,845
61,000	0,000	35,485	1,064	31,955	0,331	33,067	0,267	7067,617	69,939
63,500	4,950	37,738	1,934	29,166	0,226	33,787	1,913	7159,948	298,066
67,000	1,414	36,624	0,721	29,084	1,828	35,373	0,461	7397,925	42,225
70,500	0,707	35,795	1,032	27,565	1,166	36,446	0,276	7549,490	31,141
69,000	2,828	36,283	0,314	27,570	1,322	36,080	1,273	7512,778	159,561
72,000	4,243	36,195	0,644	27,622	2,377	36,917	0,813	7653,449	82,106
73,500	2,121	34,945	0,019	27,252	1,069	37,890	0,833	7791,967	79,944
72,500	2,121	34,677	1,694	27,865	1,703	37,109	0,476	7729,283	101,738
