Wavefront
Acquisition 	2015/07/10 16:08:58,743
Save 	2015/07/10 16:09:15,855

ASO Size : 40 x 32; ASO Step : 114,055138 um x 113,922546 um
Selection : Tilt X 0; Tilt Y 0; Focus 0; Astig 0° 1; Astig 45° 1; Coma 0° 1; Coma 90° 1; Spherical 1
Unity : Microns
Area Size : 40 x 32; Area Step : 114,055138 um x 113,922546 um
																																							
																																							
						0,097867	0,079108	0,065687	0,057924	0,054955	0,055155	0,056596	0,057470	0,056444	0,052913	0,047124	0,040172	0,033853	0,030402	0,032121	0,040939	0,057945	0,082946	0,114113	0,147797	0,178583	0,199708	0,203914	0,184881	0,139359									
						0,080996	0,068068	0,058441	0,053688	0,053788	0,057620	0,063482	0,069568	0,074371	0,076980	0,077246	0,075806	0,073972	0,073491	0,076199	0,083601	0,096420	0,114176	0,134840	0,154666	0,168264	0,169020	0,149967	0,105236	0,032193									
						0,022097	0,021760	0,021364	0,023928	0,030464	0,040523	0,052775	0,065531	0,077200	0,086623	0,093280	0,097350	0,099633	0,101342	0,103789	0,107987	0,114237	0,121719	0,128192	0,129836	0,121366	0,096471	0,048729	-0,026923										
							-0,064652	-0,049977	-0,035464	-0,018894	0,000127	0,020782	0,041625	0,061076	0,077795	0,090932	0,100227	0,105965	0,108808	0,109514	0,108581	0,105863	0,100210	0,089198	0,069020	0,034637	-0,019727	-0,099629	-0,208878										
							-0,190291	-0,154708	-0,123652	-0,093517	-0,062913	-0,031992	-0,001834	0,026093	0,050353	0,069826	0,083850	0,092223	0,095070	0,092606	0,084831	0,071187	0,050250	0,019512	-0,024670	-0,086865	-0,172007	-0,284373											
									-0,231190	-0,184402	-0,140001	-0,097336	-0,056990	-0,020204	0,011583	0,037062	0,055239	0,065478	0,067421	0,060800	0,045183	0,019691	-0,017248	-0,068057	-0,135981	-0,224810													
											-0,209829	-0,154585	-0,103703	-0,058074	-0,019027	0,012043	0,033906	0,045588	0,046345	0,035535	0,012423	-0,024035	-0,075361	-0,143636															
														-0,049390	-0,003565	0,032747	0,058211	0,071652	0,072088	0,058670	0,030552																		
																																							
																																							
